lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,lat(+6h),lon(+6h),MaxWind(+6h),RMW(+6h),MIN_SLP(+6hr),SHR_MAG(+6h),SHR_HDG(+6h),STM_SPD(+6h),STM_HDG(+6h),SST(+6h),OHC(+6h),TPW(+6h),LAND(+6h),850TANG(+6h),850VORT(+6h),200DVRG(+6h),lat(+12h),lon(+12h),MaxWind(+12h),RMW(+12h),MIN_SLP(+12hr),SHR_MAG(+12h),SHR_HDG(+12h),STM_SPD(+12h),STM_HDG(+12h),SST(+12h),OHC(+12h),TPW(+12h),LAND(+12h),850TANG(+12h),850VORT(+12h),200DVRG(+12h),class
20.5,323.7,34,73,1006,19,106,9,321,270,9999,47,2006,85,37,-13,21.2,323.1,45,159,1008,28,115,10,327,270,9999,47,2063,81,16,44,21.2,323.1,45,159,1008,28,115,10,327,270,9999,47,2063,81,16,44,0
21.2,323.5,41,161,1006,23,118,12,323,270,9999,49,2022,75,15,14,22.2,322.7,43,125,1007,25,130,11,319,269,9999,49,2100,77,-6,21,22.2,322.7,43,125,1007,25,130,11,319,269,9999,49,2100,77,-6,21,0
22.1,322.8,31,139,1007,21,128,8,322,269,9999,47,2091,71,-4,7,22.7,322.3,30,137,1011,18,145,9,320,270,9999,46,2139,67,-26,-51,22.7,322.3,30,137,1011,18,145,9,320,270,9999,46,2139,67,-26,-51,0
22.6,322.3,32,150,1008,17,136,9,330,269,9999,46,2139,73,-23,-64,23.4,321.8,37,101,1007,20,137,9,320,267,9999,45,2189,72,-37,-7,23.4,321.8,37,101,1007,20,137,9,320,267,9999,45,2189,72,-37,-7,0
23.1,321.9,29,142,1008,19,136,8,317,268,9999,44,2178,60,-50,-30,23.7,321.3,31,100,1011,19,135,9,315,267,9999,43,2240,52,-47,-19,23.7,321.3,31,100,1011,19,135,9,315,267,9999,43,2240,52,-47,-19,0
23.5,321.2,39,99,1009,17,124,12,307,268,9999,43,2250,55,-41,-12,24.2,320.2,32,134,1009,18,123,11,305,271,9999,43,2353,56,-19,-25,24.2,320.2,32,134,1009,18,123,11,305,271,9999,43,2353,56,-19,-25,0
24,320.2,27,129,1010,17,119,9,296,271,9999,42,2353,56,-16,-23,24.4,319.3,29,200,1012,23,122,11,311,272,9999,41,2445,48,-26,-1,24.4,319.3,29,200,1012,23,122,11,311,272,9999,41,2445,48,-26,-1,0
24.3,319.5,34,175,1009,21,122,14,323,271,9999,42,2425,48,-28,-2,25.4,318.6,39,80,1009,24,120,12,321,273,9999,42,2521,50,-43,5,25.4,318.6,39,80,1009,24,120,12,321,273,9999,42,2521,50,-43,5,0
10,325.6,27,137,1008,3,241,14,254,285,9999,57,1562,59,11,5,9.6,324.2,34,146,1007,5,239,12,261,288,9999,57,1465,67,9,-10,9.6,324.2,34,146,1007,5,239,12,261,288,9999,57,1465,67,9,-10,1
10.3,324.3,28,134,1007,1,174,17,252,284,9999,55,1542,55,11,-13,9.8,322.7,32,130,1010,3,192,15,262,287,9999,55,1443,60,11,10,9.8,322.7,32,130,1010,3,192,15,262,287,9999,55,1443,60,11,10,1
10.8,322.6,47,106,1008,2,119,17,263,286,9999,57,1549,77,8,10,10.6,320.9,39,107,1003,1,120,14,266,284,9999,57,1490,81,10,-11,10.6,320.9,39,107,1003,1,120,14,266,284,9999,57,1490,81,10,-11,0
11,320.9,49,123,999,2,34,12,270,284,9999,55,1530,92,8,-12,11,319.7,54,112,998,1,141,13,274,278,9999,54,1425,100,7,-2,11,319.7,54,112,998,1,141,13,274,278,9999,54,1425,100,7,-2,0
11.1,319.6,62,48,996,3,26,15,282,282,9999,54,1422,96,8,9,11.4,318.1,85,61,979,1,245,13,281,281,9999,54,1311,109,-1,13,11.4,318.1,85,61,979,1,245,13,281,281,9999,54,1311,109,-1,13,0
11.4,318.5,63,29,992,3,136,14,286,283,9999,54,1345,95,3,15,11.8,317.1,68,99,991,4,163,14,286,280,9999,53,1259,101,2,25,11.8,317.1,68,99,991,4,163,14,286,280,9999,53,1259,101,2,25,1
11.6,316.8,64,83,992,3,82,13,293,282,9999,54,1220,103,4,42,12.1,315.6,64,109,990,3,196,12,289,284,9999,53,1174,113,-1,65,12.1,315.6,64,109,990,3,196,12,289,284,9999,53,1174,113,-1,65,1
11.9,315.7,71,80,989,1,181,12,289,286,9999,53,1164,110,-1,50,12.3,314.5,74,133,986,2,159,12,287,286,9999,53,1118,113,-9,32,12.3,314.5,74,133,986,2,159,12,287,286,9999,53,1118,113,-9,32,1
12.3,314.6,86,118,982,2,7,12,284,284,9999,53,1124,119,-6,57,12.6,313.4,96,139,971,4,62,10,281,281,9999,53,1069,121,-20,1,12.6,313.4,96,139,971,4,62,10,281,281,9999,53,1069,121,-20,1,1
12.7,313.8,95,139,973,7,59,12,280,285,9999,53,1106,116,-18,25,12.9,312.6,102,178,972,7,78,10,282,281,9999,54,1044,126,-25,49,12.9,312.6,102,178,972,7,78,10,282,281,9999,54,1044,126,-25,49,1
12.8,312.9,100,194,965,8,67,8,284,282,9999,53,1054,137,-21,62,13,312.1,86,105,963,4,76,7,297,280,9999,54,1024,138,-20,74,13,312.1,86,105,963,4,76,7,297,280,9999,54,1024,138,-20,74,0
13.1,311.9,117,95,943,3,80,6,309,283,9999,55,1022,173,-22,74,13.5,311.4,132,100,934,2,38,7,313,280,9999,54,1036,170,-29,63,13.5,311.4,132,100,934,2,38,7,313,280,9999,54,1036,170,-29,63,0
13.4,311.3,134,88,945,3,72,9,289,275,9999,54,1021,146,-26,70,13.7,310.4,116,183,948,7,69,8,289,281,9999,54,1010,143,-31,13,13.7,310.4,116,183,948,7,69,8,289,281,9999,54,1010,143,-31,13,0
13.7,310.6,125,168,943,8,42,6,289,282,9999,52,1019,137,-29,24,13.9,310,125,45,941,7,55,7,301,281,9999,52,1011,140,-25,12,13.9,310,125,45,941,7,55,7,301,281,9999,52,1011,140,-25,12,0
13.8,310,143,73,942,7,35,7,327,285,9999,53,1001,148,-25,15,14.4,309.6,125,152,935,7,44,8,321,278,9999,52,1044,147,-20,25,14.4,309.6,125,152,935,7,44,8,321,278,9999,52,1044,147,-20,25,0
14.1,309.7,132,141,938,7,43,7,327,284,9999,52,1017,142,-22,14,14.7,309.3,119,54,941,9,54,8,316,276,9999,50,1063,134,-25,24,14.7,309.3,119,54,941,9,54,8,316,276,9999,50,1063,134,-25,24,0
14.5,309.4,133,68,942,8,56,8,311,263,9999,50,1046,145,-21,25,15,308.8,101,118,952,11,59,8,309,274,9999,50,1078,133,-22,26,15,308.8,101,118,952,11,59,8,309,274,9999,50,1078,133,-22,26,0
15,308.9,120,116,947,10,45,9,312,276,9999,48,1081,141,-28,31,15.6,308.2,107,145,956,10,60,8,311,280,9999,48,1126,138,-22,17,15.6,308.2,107,145,956,10,60,8,311,280,9999,48,1126,138,-22,17,0
15.4,308.3,120,130,960,8,52,8,321,281,9999,49,1107,147,-23,27,16,307.8,104,128,957,7,44,8,324,281,9999,49,1113,143,-28,2,16,307.8,104,128,957,7,44,8,324,281,9999,49,1113,143,-28,2,0
16,307.6,110,131,960,3,35,6,322,284,9999,48,1095,152,-25,9,16.5,307.2,107,118,957,6,47,7,319,282,9999,48,1089,153,-18,38,16.5,307.2,107,118,957,6,47,7,319,282,9999,48,1089,153,-18,38,0
16.5,307.1,112,112,954,7,25,8,311,279,9999,47,1080,156,-20,32,17,306.5,111,102,949,9,47,8,311,277,9999,46,1063,160,-16,26,17,306.5,111,102,949,9,47,8,311,277,9999,46,1063,160,-16,26,0
17.1,306.4,118,133,948,10,35,6,302,279,9999,46,1062,165,-25,20,17.4,305.9,119,165,944,8,49,6,310,275,9999,47,1044,169,-21,11,17.4,305.9,119,165,944,8,49,6,310,275,9999,47,1044,169,-21,11,0
17.3,306,127,162,951,8,63,8,322,279,9999,46,1045,167,-24,7,17.9,305.5,109,149,949,5,35,8,316,277,9999,47,1055,167,-20,19,17.9,305.5,109,149,949,5,35,8,316,277,9999,47,1055,167,-20,19,0
17.7,305.2,121,169,945,5,28,6,316,281,9999,47,1017,172,-24,17,18.1,304.8,120,146,944,8,40,6,316,279,9999,45,1023,170,-15,37,18.1,304.8,120,146,944,8,40,6,316,279,9999,45,1023,170,-15,37,0
18.1,304.7,124,76,945,6,64,7,316,277,9999,47,1017,170,-20,28,18.6,304.2,115,126,944,11,58,8,306,279,9999,46,1031,173,-19,32,18.6,304.2,115,126,944,11,58,8,306,279,9999,46,1031,173,-19,32,0
18.6,304.1,116,79,947,8,46,8,301,281,9999,47,1026,172,-20,21,19,303.4,109,182,950,12,40,8,306,280,9999,47,961,178,-14,37,19,303.4,109,182,950,12,40,8,306,280,9999,47,961,178,-14,37,0
19.1,303.4,122,188,948,8,41,9,312,282,9999,47,962,180,-14,34,19.7,302.7,114,65,948,6,2,10,313,283,9999,47,896,185,-3,55,19.7,302.7,114,65,948,6,2,10,313,283,9999,47,896,185,-3,55,0
19.8,302.7,122,63,945,5,356,10,313,285,9999,47,898,185,-9,44,20.5,301.9,121,46,944,10,9,10,309,282,9999,47,833,188,1,63,20.5,301.9,121,46,944,10,9,10,309,282,9999,47,833,188,1,63,0
20.3,302,123,56,942,8,2,10,317,282,9999,48,838,190,0,57,21,301.3,113,110,944,13,24,10,321,281,9999,47,792,189,-9,66,21,301.3,113,110,944,13,24,10,321,281,9999,47,792,189,-9,66,0
21,301.2,126,121,934,12,21,11,331,284,9999,47,782,202,-2,58,22,300.6,128,91,932,12,26,12,328,284,9999,47,775,205,0,48,22,300.6,128,91,932,12,26,12,328,284,9999,47,775,205,0,48,0
22.1,300.5,135,87,937,12,26,13,326,287,9999,48,772,197,3,34,23.2,299.7,122,119,934,13,358,14,332,284,9999,48,782,208,16,41,23.2,299.7,122,119,934,13,358,14,332,284,9999,48,782,208,16,41,0
23,299.6,126,103,939,12,344,14,344,286,9999,48,759,207,20,47,24.3,299.2,125,156,934,13,357,15,343,282,9999,49,838,209,22,56,24.3,299.2,125,156,934,13,357,15,343,282,9999,49,838,209,22,56,0
25.9,298.4,130,84,930,15,2,14,349,284,9999,48,939,212,22,43,27.3,298.1,125,163,933,15,354,16,357,282,9999,49,1064,215,12,51,27.3,298.1,125,163,933,15,354,16,357,282,9999,49,1064,215,12,51,0
27.6,298.3,139,157,929,14,352,18,357,285,9999,51,1103,229,21,83,29.4,298.2,122,53,922,16,340,18,1,276,9999,50,1284,232,28,103,29.4,298.2,122,53,922,16,340,18,1,276,9999,50,1284,232,28,103,0
29.2,298.1,139,136,930,17,346,16,6,281,9999,49,1260,255,35,108,30.8,298.3,115,102,927,20,356,15,13,268,9999,46,1423,245,31,123,30.8,298.3,115,102,927,20,356,15,13,268,9999,46,1423,245,31,123,0
30.7,298.5,129,81,933,20,6,13,15,268,9999,49,1430,264,25,126,32,298.9,108,68,933,19,0,15,24,258,9999,46,1335,251,27,62,32,298.9,108,68,933,19,0,15,24,258,9999,46,1335,251,27,62,0
32.1,299,117,94,939,21,3,17,33,262,9999,45,1327,257,25,72,33.5,300.1,97,117,937,16,351,17,30,263,9999,45,1213,242,18,16,33.5,300.1,97,117,937,16,351,17,30,263,9999,45,1213,242,18,16,0
33.3,300.2,112,115,941,14,340,17,29,267,9999,45,1237,262,17,59,34.8,301.2,103,35,931,16,335,15,29,252,9999,43,1126,250,1,76,34.8,301.2,103,35,931,16,335,15,29,252,9999,43,1126,250,1,76,0
34.8,301.3,112,47,944,14,336,14,31,259,9999,42,1130,256,3,66,36,302.2,103,72,939,13,354,13,32,258,9999,41,1062,242,-16,77,36,302.2,103,72,939,13,354,13,32,258,9999,41,1062,242,-16,77,0
35.9,302.3,107,70,950,11,353,12,42,261,9999,41,1075,244,0,84,36.8,303.3,93,50,947,9,325,12,48,255,9999,41,1007,240,17,85,36.8,303.3,93,50,947,9,325,12,48,255,9999,41,1007,240,17,85,0
37.3,304.6,86,70,959,8,359,13,58,261,9999,43,1003,235,50,57,38,306,81,119,955,6,64,15,59,253,9999,43,967,237,70,37,38,306,81,119,955,6,64,15,59,253,9999,43,967,237,70,37,0
38,306.2,89,123,959,6,54,16,56,255,9999,41,967,245,77,58,38.9,307.9,86,160,954,9,52,18,55,253,9999,41,871,231,75,-6,38.9,307.9,86,160,954,9,52,18,55,253,9999,41,871,231,75,-6,0
38.7,307.8,103,114,952,6,45,21,55,249,9999,41,892,246,89,-2,39.9,310,89,70,951,13,35,24,52,240,9999,41,796,238,98,13,39.9,310,89,70,951,13,35,24,52,240,9999,41,796,238,98,13,0
34,296,40,141,1007,21,92,7,297,267,9999,42,1023,70,-22,40,34.3,295.3,34,151,1011,27,91,6,309,266,9999,42,962,66,-22,-20,34.3,295.3,34,151,1011,27,91,6,309,266,9999,42,962,66,-22,-20,0
34.1,295,39,141,1008,27,87,3,345,264,9999,42,968,81,-8,-23,34.4,294.9,35,147,1007,30,93,5,350,263,9999,42,934,72,-22,21,34.4,294.9,35,147,1007,30,93,5,350,263,9999,42,934,72,-22,21,0
34.2,294.6,31,142,1010,27,90,4,40,264,9999,41,942,69,3,43,34.5,294.9,26,54,1011,26,89,5,47,263,9999,41,925,68,7,38,34.5,294.9,26,54,1011,26,89,5,47,263,9999,41,925,68,7,38,0
34.3,294.8,31,62,1011,25,78,5,64,264,9999,40,940,66,24,40,34.5,295.3,22,65,1010,25,74,6,55,266,9999,41,943,60,11,17,34.5,295.3,22,65,1010,25,74,6,55,266,9999,41,943,60,11,17,0
8.1,335,34,129,1005,2,159,13,289,289,9999,56,1006,99,56,158,8.5,333.8,44,87,1004,3,180,11,299,291,9999,56,1107,107,79,159,8.5,333.8,44,87,1004,3,180,11,299,291,9999,56,1107,107,79,159,0
8.4,334,39,83,1004,4,256,12,290,289,9999,58,1091,105,73,168,8.8,332.9,50,94,997,4,149,12,289,291,9999,58,1187,122,68,110,8.8,332.9,50,94,997,4,149,12,289,291,9999,58,1187,122,68,110,0
8.6,333.2,41,85,1003,6,213,12,284,293,9999,57,1164,110,69,85,8.9,332,56,49,999,5,142,10,298,286,9999,56,1277,125,56,91,8.9,332,56,49,999,5,142,10,298,286,9999,56,1277,125,56,91,0
9,331.5,39,63,1002,3,45,9,334,285,9999,57,1326,137,67,87,9.8,331.1,54,125,988,12,85,9,313,278,9999,56,1347,136,71,94,9.8,331.1,54,125,988,12,85,9,313,278,9999,56,1347,136,71,94,0
9.7,330.4,45,101,1001,6,20,11,265,283,9999,56,1424,126,73,87,9.6,329.3,54,134,999,6,72,8,292,281,9999,55,1544,133,63,69,9.6,329.3,54,134,999,6,72,8,292,281,9999,55,1544,133,63,69,0
11.4,328.3,50,57,996,13,26,11,275,278,9999,50,1583,114,74,42,11.5,327.2,45,56,1001,11,25,10,278,277,9999,53,1696,124,74,22,11.5,327.2,45,56,1001,11,25,10,278,277,9999,53,1696,124,74,22,0
11.3,327,60,55,997,14,14,11,281,280,9999,54,1722,151,78,34,11.5,325.9,42,62,997,13,17,8,288,277,9999,55,1729,133,79,-11,11.5,325.9,42,62,997,13,17,8,288,277,9999,55,1729,133,79,-11,0
11.7,326.2,55,58,997,15,10,10,300,280,9999,53,1762,154,83,-4,12.2,325.3,45,94,998,17,14,10,294,274,9999,54,1778,130,87,2,12.2,325.3,45,94,998,17,14,10,294,274,9999,54,1778,130,87,2,0
12,325,51,142,999,18,14,9,297,275,9999,54,1746,138,86,11,12.4,324.2,39,162,998,20,21,9,303,272,9999,55,1763,124,77,30,12.4,324.2,39,162,998,20,21,9,303,272,9999,55,1763,124,77,30,0
12.5,324.2,48,188,1003,21,13,10,294,274,9999,54,1773,116,87,38,12.9,323.3,34,129,1005,19,34,11,304,277,9999,54,1793,107,74,-1,12.9,323.3,34,129,1005,19,34,11,304,277,9999,54,1793,107,74,-1,0
12.8,323.3,34,86,1006,23,19,11,309,279,9999,54,1782,102,81,28,13.5,322.4,31,117,1004,18,41,13,308,276,9999,55,1824,98,72,-7,13.5,322.4,31,117,1004,18,41,13,308,276,9999,55,1824,98,72,-7,0
13.6,322.6,33,95,1006,19,30,14,304,276,9999,52,1849,98,72,-5,14.4,321.4,32,129,1008,20,50,14,306,271,9999,51,1800,83,59,23,14.4,321.4,32,129,1008,20,50,14,306,271,9999,51,1800,83,59,23,0
14.5,321.5,29,114,1006,19,35,14,310,270,9999,52,1815,86,69,39,15.4,320.4,38,115,1006,23,51,17,317,272,9999,51,1795,78,72,67,15.4,320.4,38,115,1006,23,51,17,317,272,9999,51,1795,78,72,67,0
16.2,320,36,112,1007,18,41,17,326,271,9999,53,1830,86,49,14,17.6,319,44,140,1006,17,41,18,331,272,9999,52,1881,79,31,45,17.6,319,44,140,1006,17,41,18,331,272,9999,52,1881,79,31,45,0
16.8,318.7,30,108,1006,16,28,16,335,273,9999,50,1792,71,34,39,18.2,318,56,109,1010,23,28,16,319,271,9999,50,1864,64,20,58,18.2,318,56,109,1010,23,28,16,319,271,9999,50,1864,64,20,58,0
17.7,317.7,57,85,1008,22,22,16,319,271,9999,51,1801,67,25,40,18.9,316.6,45,128,1004,27,28,15,313,273,9999,49,1837,67,2,13,18.9,316.6,45,128,1004,27,28,15,313,273,9999,49,1837,67,2,13,0
36.5,314.1,46,99,988,41,121,10,107,227,9999,35,1282,139,162,-8,36.2,315.3,35,128,990,28,122,9,106,227,9999,36,1360,133,147,-31,36.2,315.3,35,128,990,28,122,9,106,227,9999,36,1360,133,147,-31,0
36.6,316,43,109,988,27,98,6,90,228,9999,35,1353,141,160,-41,36.6,316.7,44,94,990,27,101,2,102,224,9999,36,1386,139,167,3,36.6,316.7,44,94,990,27,101,2,102,224,9999,36,1386,139,167,3,0
36.5,316.8,46,71,987,27,84,2,238,224,9999,36,1400,151,185,15,36.4,316.6,43,101,987,25,129,3,225,224,9999,37,1400,142,156,-53,36.4,316.6,43,101,987,25,129,3,225,224,9999,37,1400,142,156,-53,0
36.6,316.6,43,101,990,20,110,8,219,226,9999,35,1381,143,177,-30,36,316,41,85,992,34,144,8,202,226,9999,35,1411,135,144,-72,36,316,41,85,992,34,144,8,202,226,9999,35,1411,135,144,-72,0
34.7,315.8,37,71,994,39,153,7,125,233,9999,36,1530,130,169,0,34.3,316.5,32,134,996,39,158,6,109,235,9999,37,1599,118,137,26,34.3,316.5,32,134,996,39,158,6,109,235,9999,37,1599,118,137,26,0
34.1,316.6,41,95,993,30,155,5,90,237,9999,37,1623,129,156,35,34.1,317.2,40,86,992,32,139,6,76,237,9999,37,1649,127,143,64,34.1,317.2,40,86,992,32,139,6,76,237,9999,37,1649,127,143,64,0
34.1,317.5,39,120,998,28,133,6,59,239,9999,37,1663,126,152,85,34.4,318.1,37,135,995,28,138,7,48,242,9999,38,1662,120,135,55,34.4,318.1,37,135,995,28,138,7,48,242,9999,38,1662,120,135,55,0
35,318.9,42,94,992,19,124,5,54,243,9999,37,1645,134,180,57,35.3,319.4,40,159,993,21,124,7,31,240,9999,37,1644,123,178,46,35.3,319.4,40,159,993,21,124,7,31,240,9999,37,1644,123,178,46,0
35.5,319.2,56,122,990,18,111,8,17,241,9999,38,1615,139,192,56,36.3,319.5,41,151,988,18,114,8,15,233,9999,38,1560,132,190,57,36.3,319.5,41,151,988,18,114,8,15,233,9999,38,1560,132,190,57,0
36.2,319.5,42,147,993,17,114,7,7,234,9999,37,1569,133,201,42,36.9,319.6,39,146,991,15,105,7,7,234,9999,37,1514,124,168,55,36.9,319.6,39,146,991,15,105,7,7,234,9999,37,1514,124,168,55,0
36.8,319.6,49,133,990,14,105,9,5,231,9999,39,1523,135,174,42,37.7,319.7,41,167,988,13,103,8,8,231,9999,39,1453,127,155,27,37.7,319.7,41,167,988,13,103,8,8,231,9999,39,1453,127,155,27,0
37.6,319.8,44,150,992,11,96,8,6,231,9999,37,1467,127,154,26,38.4,319.9,42,158,992,13,93,8,8,225,9999,36,1408,121,124,36,38.4,319.9,42,158,992,13,93,8,8,225,9999,36,1408,121,124,36,0
38.3,320,54,144,990,11,92,11,12,227,9999,38,1422,134,150,43,39.4,320.3,48,138,986,10,92,11,6,206,9999,39,1357,129,135,27,39.4,320.3,48,138,986,10,92,11,6,206,9999,39,1357,129,135,27,0
39.4,320.3,49,123,991,11,81,7,354,208,9999,38,1357,129,138,24,40.1,320.2,39,135,992,11,66,8,3,203,9999,38,1300,130,102,27,40.1,320.2,39,135,992,11,66,8,3,203,9999,38,1300,130,102,27,0
40.1,320.5,49,111,991,11,55,10,356,200,9999,39,1320,137,117,25,41.1,320.4,41,141,990,10,62,9,355,205,9999,38,1247,123,97,46,41.1,320.4,41,141,990,10,62,9,355,205,9999,38,1247,123,97,46,0
41.1,320.3,45,104,992,11,50,6,353,206,9999,35,1240,132,96,51,41.7,320.2,42,124,994,14,53,6,360,195,9999,34,1196,121,57,10,41.7,320.2,42,124,994,14,53,6,360,195,9999,34,1196,121,57,10,0
41.7,320.2,48,119,991,14,45,5,8,197,9999,36,1196,132,64,17,42.2,320.3,43,130,992,14,32,3,42,193,9999,35,1175,127,21,51,42.2,320.3,43,130,992,14,32,3,42,193,9999,35,1175,127,21,51,0
42.2,320.3,39,99,994,16,30,5,77,194,9999,33,1175,124,21,57,42.3,320.9,40,134,998,20,25,4,90,201,9999,32,1213,113,3,75,42.3,320.9,40,134,998,20,25,4,90,201,9999,32,1213,113,3,75,0
42.3,320.9,46,131,992,20,25,6,109,201,9999,35,1213,119,18,78,42.1,321.7,46,131,996,19,9,8,131,200,9999,32,1281,114,32,73,42.1,321.7,46,131,996,19,9,8,131,200,9999,32,1281,114,32,73,0
41,322.1,60,115,992,22,26,13,159,203,9999,31,1373,117,-3,53,39.8,322.7,52,123,992,17,34,11,176,211,9999,30,1491,121,-22,61,39.8,322.7,52,123,992,17,34,11,176,211,9999,30,1491,121,-22,61,0
39.6,322.6,45,116,994,18,22,10,193,216,9999,30,1497,106,-21,41,38.6,322.3,43,180,1000,16,51,8,204,218,9999,29,1547,99,-18,43,38.6,322.3,43,180,1000,16,51,8,204,218,9999,29,1547,99,-18,43,0
38.4,321.9,49,139,997,15,42,4,201,218,9999,31,1536,101,-11,27,38,321.7,42,172,1001,6,61,4,196,218,9999,31,1553,98,-16,7,38,321.7,42,172,1001,6,61,4,196,218,9999,31,1553,98,-16,7,0
37.7,321.6,49,131,998,4,74,5,198,222,9999,29,1570,103,-14,10,37.2,321.4,46,97,1000,5,114,3,162,224,9999,29,1597,97,-17,9,37.2,321.4,46,97,1000,5,114,3,162,224,9999,29,1597,97,-17,9,0
37.1,321.7,53,121,998,5,124,2,90,224,9999,30,1624,97,0,40,37.1,322,42,117,997,9,159,5,78,223,9999,31,1642,99,-11,21,37.1,322,42,117,997,9,159,5,78,223,9999,31,1642,99,-11,21,0
37.1,322,39,107,999,9,156,7,54,223,9999,28,1642,87,6,16,37.5,322.7,35,101,1004,17,156,9,54,223,9999,30,1656,77,19,31,37.5,322.7,35,101,1004,17,156,9,54,223,9999,30,1656,77,19,31,0
37.4,322.6,37,103,1003,14,158,12,54,219,9999,31,1657,74,37,31,38.1,323.8,37,97,1006,21,149,16,45,222,9999,33,1684,64,-5,33,38.1,323.8,37,97,1006,21,149,16,45,222,9999,33,1684,64,-5,33,0
38.1,323.9,39,93,1002,19,146,19,36,223,9999,33,1691,64,7,39,39.6,325.3,41,92,1006,23,110,23,38,212,9999,33,1687,72,-22,12,39.6,325.3,41,92,1006,23,110,23,38,212,9999,33,1687,72,-22,12,0
